T(K),Rs(Ohmsq)
98.026,3329.67512
98.052,3331.43424
98.075,3331.95101
98.096,3330.0425
98.131,3332.45206
98.156,3333.56246
98.18,3336.57537
98.203,3335.24243
98.229,3334.5051
98.258,3334.90001
98.28,3335.09334
98.308,3333.47732
98.333,3336.83725
98.352,3339.1054
98.38,3337.39039
98.408,3338.11533
98.43,3337.98887
98.456,3340.28141
98.476,3340.21657
98.507,3339.52054
98.53,3342.09742
98.552,3341.68709
98.58,3343.02642
98.606,3342.69785
98.638,3342.80881
98.654,3343.99094
98.682,3346.1891
98.704,3345.72903
98.727,3347.04701
98.755,3347.09307
98.782,3347.47875
98.798,3348.22341
98.824,3346.34759
98.851,3347.14073
98.875,3347.9468
98.901,3347.4885
98.922,3350.17274
98.952,3350.34388
98.972,3351.9024
98.998,3351.63788
99.027,3352.03234
99.042,3352.0857
99.068,3350.49041
99.094,3354.15771
99.112,3356.5456
99.142,3354.64979
99.165,3355.091
99.196,3355.05609
99.212,3356.03995
99.237,3356.74337
99.264,3356.65161
99.293,3357.83294
99.307,3358.1083
99.331,3356.02459
99.361,3359.07863
99.382,3359.74713
99.415,3360.15284
99.433,3360.50613
99.457,3364.35186
99.482,3362.36034
99.506,3363.41929
99.529,3363.11622
99.56,3363.24847
99.583,3363.74595
99.615,3361.50726
99.633,3364.6758
99.66,3367.91137
99.684,3368.17746
99.711,3365.89522
99.734,3367.13141
99.759,3366.68272
99.786,3367.28425
99.814,3368.09493
99.835,3369.67799
99.862,3369.7208
99.89,3366.71555
99.915,3370.67882
99.935,3371.45381
99.967,3370.90628
99.984,3370.16086
100.02,3372.0851
100.04,3372.00608
100.06,3373.92786
100.09,3373.77606
100.11,3374.07419
100.14,3375.53577
100.17,3375.82298
100.19,3375.72355
100.22,3378.51308
100.24,3376.67281
100.27,3377.39853
100.3,3376.9047
100.33,3379.03533
100.35,3379.69853
100.38,3380.06173
100.4,3379.98108
100.42,3380.28843
100.45,3380.74253
100.48,3383.45044
100.51,3381.82591
100.53,3382.60901
100.56,3383.33049
100.58,3384.06564
100.61,3383.73189
100.64,3384.48475
100.66,3384.44951
100.69,3385.30624
100.7,3385.20259
100.74,3387.07953
100.76,3387.01592
100.79,3386.57758
100.82,3388.31359
100.84,3390.02252
100.86,3387.10488
100.88,3389.57362
100.92,3393.98592
100.94,3390.58059
100.97,3392.16015
100.99,3393.07304
101.02,3391.69828
101.03,3389.49486
101.06,3394.3316
101.09,3392.61085
101.12,3393.87459
101.14,3394.5859
101.16,3395.73968
101.19,3397.26921
101.21,3394.94544
101.25,3399.84944
101.26,3397.40277
101.28,3398.61786
101.32,3396.88564
101.34,3401.60538
101.36,3398.32127
101.39,3398.26779
101.41,3402.59185
101.43,3400.82555
101.46,3401.1473
101.48,3400.39671
101.5,3402.38111
101.53,3404.72339
101.55,3405.12413
101.57,3405.28933
101.6,3403.84232
101.62,3405.04175
101.65,3403.8541
101.67,3404.10883
101.7,3406.05783
101.72,3410.73281
101.75,3408.1347
101.76,3404.201
101.79,3407.95817
101.82,3408.58077
101.82,3409.26488
101.86,3410.06006
101.88,3410.80426
101.9,3413.59144
101.94,3411.45891
101.96,3410.86109
101.98,3412.6
102,3412.60179
102.02,3413.85922
102.05,3414.25051
102.08,3417.25825
102.1,3415.19373
102.12,3412.71452
102.14,3416.50837
102.17,3418.86331
102.2,3415.90642
102.21,3415.82841
102.24,3417.04051
102.27,3421.45834
102.29,3419.58349
102.31,3415.32786
102.34,3419.0618
102.36,3422.86313
102.39,3420.24099
102.41,3420.62383
102.43,3422.29981
102.46,3422.67282
102.48,3419.74414
102.51,3422.42429
102.53,3423.14786
102.55,3423.51936
102.58,3424.19854
102.6,3425.98198
102.63,3426.15692
102.65,3422.79853
102.67,3426.24652
102.69,3427.20623
102.72,3425.32403
102.74,3424.96749
102.76,3428.39978
102.8,3427.65219
102.82,3429.06389
102.83,3429.20842
102.86,3428.26847
102.89,3431.45082
102.91,3428.3088
102.93,3432.08718
102.96,3433.95288
102.98,3432.83874
103.01,3431.80735
103.03,3433.48989
103.06,3434.40591
103.08,3434.84315
103.1,3436.17335
103.13,3436.22226
103.16,3436.46899
103.18,3437.09751
103.2,3439.21181
103.22,3437.79039
103.25,3435.70551
103.28,3438.65702
103.29,3440.97063
103.31,3439.11093
103.34,3437.28463
103.37,3439.32127
103.39,3440.69925
103.41,3442.29463
103.44,3441.08102
103.46,3443.72303
103.48,3443.40741
103.5,3444.15498
103.52,3443.72615
103.55,3446.93924
103.57,3445.19757
103.59,3443.1828
103.63,3445.94974
103.64,3446.58252
103.67,3443.49575
103.69,3447.67866
103.72,3446.25194
103.74,3444.66953
103.76,3447.59729
103.78,3452.16795
103.81,3448.45113
103.83,3449.92038
103.86,3449.86612
103.89,3450.65027
103.91,3451.06888
103.93,3450.52446
103.95,3455.77331
103.97,3451.65788
104,3452.8612
104.02,3453.05655
104.05,3453.48973
104.07,3454.43539
104.1,3454.89635
104.12,3458.68482
104.15,3456.16747
104.17,3455.66621
104.2,3456.00893
104.22,3458.10904
104.24,3458.57954
104.26,3460.80348
104.29,3459.75695
104.31,3456.99786
104.34,3459.61954
104.35,3463.00409
104.39,3460.91661
104.41,3461.02957
104.43,3461.90251
104.45,3459.74483
104.49,3462.48548
104.51,3465.59562
104.53,3464.1656
104.56,3463.93375
104.58,3464.51748
104.6,3468.11771
104.63,3468.81941
104.66,3466.17977
104.68,3465.95469
104.7,3465.79033
104.72,3468.00647
104.74,3465.37794
104.77,3469.13604
104.8,3468.97914
104.81,3469.06003
104.84,3468.38607
104.87,3469.11491
104.89,3470.96792
104.92,3470.5925
104.94,3471.42605
104.96,3471.18418
104.98,3472.25651
105.01,3470.63958
105.03,3474.47997
105.06,3474.1749
105.08,3473.32629
105.11,3472.79273
105.13,3475.34645
105.15,3474.8551
105.18,3475.94593
105.2,3476.37524
105.23,3476.89154
105.25,3480.04561
105.27,3478.31897
105.29,3478.024
105.32,3481.78394
105.35,3479.32517
105.37,3479.27033
105.39,3479.86814
105.42,3481.51201
105.44,3481.91039
105.47,3482.47002
105.49,3483.20204
105.51,3482.56084
105.54,3483.35437
105.56,3481.1463
105.59,3481.84058
105.61,3484.23719
105.63,3484.94273
105.65,3485.94991
105.68,3487.53137
105.71,3486.66781
105.73,3486.3129
105.76,3487.18739
105.78,3487.86498
105.81,3487.44456
105.82,3487.93101
105.85,3489.35803
105.87,3489.0626
105.89,3490.24527
105.92,3489.97843
105.94,3491.9286
105.96,3490.7845
105.99,3491.90456
106.02,3492.51901
106.03,3490.45943
106.05,3493.35507
106.08,3494.20128
106.1,3494.20189
106.12,3497.8856
106.14,3497.74142
106.16,3496.31107
106.19,3495.74978
106.21,3496.80645
106.23,3498.10901
106.26,3497.36079
106.28,3498.84008
106.3,3498.00539
106.32,3502.0513
106.34,3500.98204
106.37,3499.72884
106.39,3499.12346
106.41,3501.14366
106.44,3499.76184
106.46,3501.83484
106.48,3502.76068
106.5,3502.18225
106.52,3502.26665
106.55,3504.35012
106.56,3503.31973
106.59,3504.0393
106.61,3505.2535
106.64,3505.62947
106.66,3504.86361
106.67,3507.17151
106.7,3506.61424
106.72,3506.82536
106.75,3507.69694
106.77,3507.57802
106.79,3509.45936
106.81,3508.86851
106.83,3508.86549
106.86,3510.22872
106.88,3512.3984
106.9,3509.61001
106.92,3511.73555
106.94,3510.70758
106.98,3512.8423
106.99,3512.94279
107.01,3512.31357
107.03,3511.80019
107.06,3512.20715
107.08,3514.93198
107.1,3514.94648
107.13,3515.09316
107.14,3512.47069
107.17,3515.27702
107.19,3519.08026
107.22,3517.35665
107.24,3517.06882
107.26,3518.25176
107.28,3518.02867
107.3,3518.73659
107.33,3516.62206
107.35,3519.6223
107.38,3519.20987
107.4,3520.16513
107.43,3520.91214
107.45,3524.15032
107.47,3521.22871
107.49,3522.32619
107.52,3521.84012
107.54,3525.68005
107.56,3523.24745
107.58,3523.79581
107.6,3524.41245
107.62,3524.3062
107.65,3524.70316
107.67,3526.86196
107.7,3527.89841
107.72,3528.88766
107.74,3525.57251
107.77,3527.90233
107.78,3529.44449
107.81,3528.3643
107.82,3529.09993
107.85,3529.10601
107.88,3529.11046
107.91,3529.51906
107.92,3530.84356
107.94,3532.05311
107.96,3530.50506
107.98,3531.18056
108.01,3531.60223
108.03,3533.41512
108.05,3534.74056
108.07,3533.35447
108.1,3536.15142
108.12,3533.23781
108.14,3535.44702
108.17,3535.12439
108.19,3534.83351
108.21,3533.80162
108.24,3536.8344
108.25,3535.04797
108.27,3537.68203
108.3,3538.25676
108.32,3540.23765
108.34,3537.8152
108.37,3538.07533
108.38,3540.35658
108.42,3539.71738
108.44,3540.82024
108.46,3541.00765
108.48,3541.47028
108.5,3541.70743
108.52,3541.60266
108.55,3543.27997
108.56,3543.00718
108.59,3543.92624
108.61,3543.02234
108.63,3544.25457
108.66,3544.5523
108.68,3546.62061
108.7,3545.64173
108.72,3547.04692
108.74,3546.12864
108.77,3546.7764
108.79,3548.63003
108.81,3547.9232
108.83,3549.10075
108.85,3547.97447
108.88,3549.07392
108.9,3550.07461
108.92,3550.99383
108.95,3549.89017
108.97,3552.96698
108.99,3549.92293
109.01,3551.41758
109.03,3555.02016
109.05,3552.65594
109.08,3549.56656
109.09,3552.83867
109.12,3554.13877
109.14,3555.45317
109.16,3554.12352
109.19,3554.69366
109.21,3556.73792
109.23,3553.09037
109.25,3556.86297
109.28,3557.51347
109.3,3556.66002
109.32,3558.86142
109.33,3557.29483
109.36,3558.32281
109.38,3557.56281
109.41,3560.01569
109.43,3560.15911
109.44,3560.4833
109.46,3558.43874
109.49,3562.01047
109.52,3560.16504
109.54,3561.88181
109.55,3561.82611
109.58,3563.08582
109.6,3563.48706
109.63,3563.54794
109.64,3566.78207
109.66,3564.47807
109.69,3565.59947
109.71,3567.61082
109.73,3566.97175
109.75,3566.01817
109.78,3566.76946
109.79,3564.21824
109.82,3564.79114
109.84,3568.87956
109.87,3568.20421
109.89,3569.04342
109.91,3567.36488
109.92,3570.59443
109.95,3568.24848
109.97,3570.87236
110,3569.13275
110.01,3570.55669
110.04,3573.15779
110.06,3571.93626
110.08,3572.78703
110.1,3572.24806
110.12,3571.00854
110.14,3574.69281
110.16,3574.41118
110.19,3574.14626
110.2,3575.72103
110.22,3575.26146
110.25,3576.58491
110.26,3573.30131
110.29,3577.28272
110.32,3578.27804
110.33,3574.64762
110.35,3579.44277
110.37,3578.76411
110.4,3579.8194
110.42,3578.12999
110.43,3582.75563
110.46,3578.43261
110.49,3577.7522
110.51,3582.79167
110.53,3584.2427
110.55,3581.35382
110.57,3582.88039
110.59,3582.16357
110.61,3582.96255
110.63,3583.26767
110.66,3581.50048
110.67,3587.00638
110.7,3582.76141
110.71,3583.32191
110.73,3585.43164
110.76,3588.02313
110.79,3586.0856
110.8,3584.81857
110.82,3586.06556
110.85,3589.45452
110.87,3589.87989
110.88,3589.07357
110.91,3590.11499
110.92,3591.09998
110.94,3588.27538
110.96,3592.93456
110.99,3592.22863
111.02,3594.47172
111.03,3593.05294
111.06,3592.6385
111.08,3592.2625
111.1,3590.90861
111.13,3591.96513
111.14,3592.80364
111.17,3593.87954
111.19,3594.90934
111.21,3596.31173
111.23,3595.66114
111.25,3597.23534
111.27,3594.965
111.3,3600.23207
111.31,3597.54214
111.34,3597.8783
111.36,3596.93738
111.38,3598.79026
111.4,3596.67967
111.42,3600.85046
111.45,3603.22871
111.48,3601.23483
111.49,3598.5609
111.51,3600.48736
111.53,3600.87672
111.55,3602.20439
111.58,3601.25895
111.6,3604.39267
111.63,3603.04771
111.64,3601.77017
111.66,3603.57519
111.69,3603.07374
111.71,3603.19794
111.73,3604.92164
111.75,3605.8442
111.77,3605.25098
111.79,3606.01965
111.81,3608.69545
111.84,3606.66552
111.86,3604.57515
111.88,3606.77719
111.9,3606.19025
111.93,3607.68638
111.96,3607.37436
111.97,3613.50654
111.99,3610.61319
112.02,3607.57404
112.03,3609.31379
112.06,3610.53171
112.07,3609.69469
112.1,3612.77881
112.13,3611.42392
112.15,3614.24676
112.16,3613.44629
112.19,3612.28598
112.21,3612.03192
112.24,3617.2462
112.26,3612.70085
112.28,3614.21828
112.3,3614.95913
112.31,3614.89782
112.34,3617.16135
112.36,3619.93019
112.39,3619.31359
112.41,3615.13131
112.43,3615.16119
112.46,3618.01914
112.47,3616.07576
112.5,3620.31562
112.52,3618.22498
112.55,3619.4524
112.57,3622.46674
112.59,3620.54224
112.61,3621.69348
112.63,3620.93674
112.65,3620.98123
112.67,3622.82835
112.7,3622.35627
112.72,3622.90264
112.74,3624.96108
112.76,3624.83492
112.78,3623.85238
112.8,3623.90389
112.84,3625.32704
112.85,3626.47561
112.87,3630.30415
112.9,3626.29644
112.92,3628.35613
112.94,3628.13181
112.96,3628.4037
112.98,3628.5954
113.01,3629.00686
113.03,3628.39308
113.05,3627.80465
113.07,3632.81605
113.09,3629.63195
113.11,3630.00782
113.14,3633.70933
113.17,3629.75672
113.18,3628.92333
113.22,3632.55469
113.23,3635.58189
113.24,3633.70167
113.27,3632.14678
113.29,3633.74429
113.31,3635.6696
113.34,3634.54578
113.36,3632.03644
113.38,3637.32395
113.41,3635.44607
113.43,3637.0833
113.45,3637.2359
113.47,3637.47126
113.49,3636.88732
113.51,3639.383
113.54,3638.63081
113.55,3638.16227
113.58,3640.5828
113.6,3639.60192
113.62,3637.9595
113.64,3639.9842
113.66,3639.78882
113.69,3640.56955
113.7,3642.21257
113.73,3642.31922
113.75,3641.91744
113.77,3641.47146
113.79,3644.2618
113.81,3646.80069
113.83,3644.60096
113.85,3641.56231
113.88,3644.19264
113.9,3645.7484
113.92,3643.62037
113.94,3645.46478
113.96,3647.97861
113.98,3646.37275
114,3645.92855
114.02,3648.25089
114.05,3650.21517
114.07,3649.3113
114.08,3647.11349
114.11,3649.45083
114.12,3649.13842
114.14,3650.82751
114.17,3651.80413
114.19,3651.04609
114.2,3651.64403
114.23,3652.14307
114.25,3653.81658
114.27,3652.86673
114.3,3652.30044
114.32,3653.7156
114.34,3653.88262
114.36,3654.35577
114.39,3654.35159
114.4,3655.17947
114.42,3654.58584
114.44,3656.11447
114.47,3656.47136
114.49,3657.04181
114.51,3656.78324
114.53,3657.59575
114.56,3659.59997
114.57,3657.32474
114.6,3659.13267
114.61,3659.3062
114.64,3659.24003
114.66,3658.63036
114.68,3661.43778
114.69,3663.07987
114.72,3661.38849
114.75,3659.33899
114.76,3662.65436
114.78,3662.92907
114.81,3662.62007
114.83,3663.93536
114.85,3663.37398
114.87,3663.81901
114.89,3665.56661
114.91,3665.34431
114.94,3665.46052
114.95,3666.56475
114.98,3667.46733
115,3666.48371
115.02,3666.71235
115.04,3667.83049
115.07,3667.76788
115.09,3670.79263
115.11,3669.55063
115.14,3670.31296
115.16,3669.1022
115.18,3669.01351
115.2,3669.75399
115.23,3670.70544
115.25,3675.63152
115.27,3671.92731
115.29,3670.89124
115.31,3671.41738
115.34,3672.32413
115.35,3674.5681
115.38,3673.86345
115.4,3673.11081
115.42,3673.10334
115.45,3675.78945
115.47,3677.32107
115.48,3675.68938
115.5,3672.96727
115.53,3678.20632
115.54,3677.4433
115.58,3673.73971
115.59,3677.50937
115.62,3679.39059
115.64,3682.63682
115.65,3678.18381
115.68,3679.91189
115.71,3680.65645
115.73,3680.48594
115.75,3681.05442
115.77,3681.46155
115.79,3682.20386
115.81,3680.94903
115.84,3681.20838
115.86,3682.95706
115.89,3684.13435
115.91,3685.47091
115.93,3683.97328
115.94,3682.83351
115.96,3683.39319
115.99,3685.74632
116.02,3685.23742
116.03,3687.27749
116.05,3689.27621
116.07,3685.9323
116.1,3685.58755
116.12,3686.39872
116.14,3688.03329
116.16,3687.53399
116.18,3686.07888
116.2,3687.73058
116.23,3689.19494
116.24,3689.42549
116.26,3689.30131
116.28,3691.80707
116.31,3690.23807
116.32,3692.11398
116.34,3692.1097
116.36,3692.85245
116.38,3692.84737
116.41,3692.90041
116.43,3693.81031
116.44,3694.9083
116.47,3693.74329
116.49,3693.13153
116.51,3695.92018
116.53,3694.43532
116.55,3696.30469
116.57,3698.49762
116.59,3697.59451
116.61,3696.93344
116.63,3696.91905
116.65,3697.41508
116.68,3696.74833
116.7,3699.03558
116.71,3698.47703
116.74,3701.08104
116.75,3698.43754
116.78,3702.6895
116.79,3701.0649
116.82,3701.49668
116.84,3702.16859
116.86,3703.84096
116.89,3701.73899
116.9,3701.86947
116.92,3703.26104
116.94,3704.13263
116.96,3702.36316
116.99,3704.29427
117,3704.42629
117.02,3704.15003
117.05,3705.73398
117.06,3708.34401
117.09,3706.9782
117.11,3706.85058
117.13,3709.11833
117.15,3710.05105
117.18,3706.94233
117.19,3708.73865
117.21,3708.69397
117.24,3709.07444
117.26,3709.24337
117.27,3710.89253
117.3,3709.93907
117.31,3710.39579
117.34,3711.11258
117.35,3710.90778
117.38,3712.19467
117.41,3712.30582
117.41,3711.99263
117.45,3713.40579
117.46,3713.46578
117.49,3715.00481
117.5,3713.1777
117.53,3713.95348
117.55,3712.66061
117.57,3715.20251
117.59,3715.41991
117.61,3718.06788
117.63,3716.79296
117.65,3714.81798
117.67,3717.76076
117.7,3717.73854
117.72,3717.68948
117.74,3719.43302
117.76,3717.95592
117.78,3717.13403
117.8,3719.39373
117.82,3721.88807
117.84,3719.78584
117.86,3719.85081
117.88,3721.91048
117.91,3721.36411
117.92,3725.35139
117.94,3721.86614
117.97,3722.40644
117.99,3722.94456
118.01,3721.6671
118.03,3724.83199
118.05,3723.76145
118.06,3726.12944
118.1,3726.12732
118.11,3726.33438
118.13,3726.52215
118.16,3726.16626
118.18,3727.15971
118.2,3726.07586
118.22,3727.10379
118.24,3727.04832
118.26,3728.38505
118.27,3729.23724
118.29,3726.8381
118.32,3729.04756
118.33,3729.65666
118.36,3729.05142
118.37,3732.23572
118.39,3731.8609
118.42,3732.54908
118.44,3730.86852
118.46,3730.95272
118.47,3732.65045
118.49,3732.42802
118.51,3733.95167
118.53,3735.77197
118.55,3736.80162
118.57,3734.40574
118.59,3734.79095
118.61,3735.2365
118.64,3733.75368
118.66,3736.84892
118.67,3737.34799
118.7,3737.05142
118.71,3737.29169
118.73,3740.34867
118.76,3738.77481
118.78,3739.93439
118.79,3737.94921
118.81,3736.64482
118.83,3740.21274
118.85,3740.91352
118.88,3741.15073
118.9,3743.44656
118.9,3743.40975
118.93,3741.9581
118.95,3741.78717
118.97,3741.35098
118.99,3741.65097
119.01,3742.02129
119.03,3745.68486
119.06,3743.44059
119.08,3744.15967
119.1,3744.23221
119.12,3746.33652
119.14,3745.72319
119.16,3745.61315
119.18,3748.33281
119.21,3746.77946
119.23,3746.30397
119.25,3747.36726
119.26,3748.33923
119.29,3750.34705
119.3,3747.00286
119.33,3748.40392
119.34,3749.66232
119.37,3748.10519
119.39,3747.47496
119.41,3750.73825
119.43,3751.88921
119.46,3749.57461
119.48,3751.60778
119.5,3752.60488
119.51,3749.93486
119.53,3753.20658
119.55,3755.63813
119.58,3752.61714
119.6,3752.73521
119.62,3755.12305
119.64,3757.08336
119.67,3753.86623
119.68,3753.26973
119.7,3756.49838
119.72,3754.86043
119.74,3756.94248
119.77,3756.5477
119.79,3756.78915
119.8,3756.56814
119.84,3758.14885
119.84,3760.40146
119.87,3758.89105
119.9,3760.79888
119.91,3760.17615
119.94,3759.37759
119.96,3760.968
119.97,3760.38182
120,3759.20251
120.03,3758.23919
120.04,3763.01416
120.06,3760.5093
120.08,3766.03582
120.1,3765.83829
120.13,3763.69883
120.14,3764.10836
120.17,3764.11695
120.18,3765.10681
120.21,3766.21882
120.23,3764.81339
120.26,3764.86173
120.28,3767.29674
120.29,3767.6815
120.32,3768.19063
120.34,3769.13311
120.36,3769.75629
120.38,3769.54937
120.4,3765.77319
120.42,3767.11972
120.46,3768.30121
120.46,3769.33578
120.5,3769.47503
120.5,3771.42911
120.53,3772.21782
120.55,3773.29159
120.58,3769.76637
120.59,3773.00607
120.61,3770.42218
120.64,3770.66508
120.66,3772.51592
120.67,3772.6266
120.7,3774.42292
120.72,3775.20406
120.75,3776.56012
120.76,3777.49022
120.79,3773.94761
120.81,3774.62698
120.82,3775.28137
120.85,3774.81433
120.86,3777.20296
120.9,3778.07921
120.91,3778.70961
120.92,3776.31606
120.96,3777.16358
120.97,3778.55189
120.99,3778.13005
121.02,3779.71483
121.04,3778.90364
121.07,3780.40668
121.09,3782.62507
121.1,3779.37426
121.13,3781.55668
121.15,3781.11036
121.17,3782.20311
121.19,3783.93552
121.21,3783.85873
121.23,3780.58781
121.25,3785.13695
121.27,3783.69734
121.29,3782.46226
121.32,3782.58697
121.34,3784.55532
121.35,3786.12796
121.38,3787.38914
121.41,3785.46521
121.42,3787.48422
121.44,3786.36802
121.46,3788.17021
121.49,3789.20567
121.51,3790.2061
121.52,3789.76491
121.55,3789.13062
121.57,3789.23984
121.59,3792.17752
121.61,3790.97685
121.64,3790.9797
121.65,3790.88195
121.68,3791.42998
121.69,3791.79279
121.72,3790.96976
121.73,3794.65741
121.75,3792.64837
121.78,3792.8697
121.8,3794.72407
121.83,3794.99479
121.85,3795.40442
121.87,3794.89337
121.89,3796.21166
121.91,3797.17786
121.93,3795.65551
121.94,3796.14201
121.97,3796.31633
121.99,3800.07838
122.01,3799.14797
122.03,3795.01089
122.05,3799.1209
122.07,3798.54354
122.1,3797.74045
122.12,3799.92391
122.13,3801.1606
122.16,3801.74307
122.18,3799.08286
122.2,3803.1122
122.22,3801.78273
122.25,3801.09726
122.27,3802.62768
122.29,3803.73555
122.31,3805.11887
122.34,3804.17105
122.35,3804.40504
122.37,3804.03449
122.4,3805.43429
122.41,3806.01412
122.44,3805.05489
122.45,3805.28809
122.47,3807.78977
122.5,3805.81275
122.52,3804.09637
122.54,3806.58588
122.56,3808.79712
122.58,3808.58778
122.6,3809.39888
122.63,3808.17622
122.64,3808.71993
122.67,3810.74634
122.68,3809.57518
122.71,3812.9597
122.72,3810.49018
122.75,3812.15452
122.77,3812.24255
122.8,3812.79114
122.82,3812.23378
122.84,3812.64061
122.86,3812.88401
122.88,3814.45122
122.9,3813.69746
122.92,3815.7363
122.94,3816.04213
122.96,3815.20659
122.99,3815.96091
123.01,3816.48989
123.02,3814.86438
123.05,3816.65503
123.08,3817.4896
123.09,3818.01124
123.12,3817.20221
123.13,3817.97381
123.15,3819.47166
123.17,3819.11659
123.2,3817.61916
123.23,3819.25815
123.25,3823.00793
123.28,3820.28527
123.3,3820.66638
123.31,3820.83115
123.33,3823.17664
123.35,3820.5347
123.37,3822.7285
123.39,3825.50734
123.42,3824.63253
123.44,3824.73914
123.46,3823.85385
123.49,3825.04249
123.5,3825.24381
123.53,3827.78707
123.55,3825.55113
123.57,3827.05489
123.59,3827.71626
123.62,3824.96291
123.63,3827.08938
123.66,3827.24663
123.68,3829.74099
123.7,3830.77668
123.73,3829.00927
123.74,3828.46642
123.76,3830.42698
123.79,3830.5541
123.81,3830.38688
123.82,3831.62995
123.86,3831.10895
123.87,3830.88805
123.89,3833.14353
123.92,3831.89853
123.94,3834.04201
123.95,3834.86795
123.99,3834.77328
124,3833.93597
124.02,3834.81328
124.05,3834.83582
124.07,3834.93647
124.09,3834.99162
124.11,3836.29302
124.13,3835.341
124.16,3836.48372
124.18,3837.23807
124.2,3838.34785
124.22,3837.8616
124.24,3836.34348
124.27,3839.03868
124.29,3839.26939
124.31,3839.76131
124.33,3839.06763
124.36,3840.405
124.38,3841.28901
124.39,3843.24075
124.42,3842.58706
124.44,3843.08061
124.46,3842.81711
124.49,3840.82659
124.5,3843.36579
124.53,3845.17452
124.55,3843.53605
124.57,3846.66593
124.59,3846.69479
124.6,3846.83
124.64,3846.31969
124.67,3846.3365
124.68,3847.25899
124.7,3847.60334
124.72,3846.89658
124.74,3848.00909
124.77,3848.19107
124.79,3851.24852
124.81,3849.50784
124.83,3849.00121
124.85,3850.39265
124.88,3849.76908
124.89,3849.24215
124.91,3849.88599
124.94,3851.51313
124.96,3850.61951
124.97,3853.00339
125.01,3852.72266
125.02,3852.53951
125.05,3853.91
125.06,3852.92921
125.09,3854.38949
125.12,3855.3949
125.14,3854.66276
125.16,3855.05538
125.18,3855.04862
125.19,3856.19062
125.22,3856.62687
125.24,3856.70587
125.25,3857.59524
125.28,3858.00333
125.31,3857.99723
125.33,3858.08458
125.34,3859.25906
125.37,3860.95448
125.39,3859.79791
125.41,3860.50399
125.43,3861.06558
125.44,3861.02717
125.47,3861.01656
125.49,3861.53156
125.51,3861.88335
125.53,3863.22645
125.55,3863.52496
125.57,3862.6865
125.59,3864.21196
125.6,3864.51666
125.63,3864.33714
125.64,3867.6863
125.66,3864.96084
125.68,3864.75422
125.7,3865.86913
125.72,3867.10967
125.74,3866.34321
125.76,3868.01207
125.78,3868.54025
125.81,3869.04102
125.81,3867.47257
125.83,3869.0768
125.85,3868.90233
125.87,3868.07359
125.89,3870.09168
125.91,3870.54971
125.93,3870.67253
125.95,3870.53667
125.96,3871.57963
125.99,3870.8736
126.01,3871.58162
126.02,3872.31022
126.05,3872.55245
126.06,3873.73448
126.07,3873.50528
126.1,3873.91732
126.13,3874.36141
126.14,3874.64188
126.16,3874.52024
126.19,3875.42604
126.21,3876.41428
126.22,3877.14843
126.24,3876.09788
126.25,3876.43018
126.27,3875.97394
126.29,3878.10138
126.32,3877.19095
126.33,3879.23464
126.36,3878.66717
126.36,3878.9838
126.38,3881.65518
126.41,3880.16107
126.43,3880.53327
126.45,3879.8971
126.45,3881.3351
126.48,3878.55869
126.5,3881.7004
126.52,3884.14841
126.53,3881.67224
126.56,3883.18594
126.58,3882.83407
126.59,3883.3998
126.62,3884.23232
126.64,3882.52678
126.66,3884.85464
126.67,3886.13629
126.69,3883.58104
126.71,3885.37312
126.72,3886.61335
126.75,3886.67679
126.76,3887.59272
126.78,3888.19938
126.8,3889.57945
126.83,3888.72217
126.84,3887.98138
126.86,3888.05246
126.88,3890.10584
126.89,3889.2847
126.92,3890.59191
126.94,3892.18456
126.96,3891.34999
126.97,3890.6686
126.99,3891.84698
127.01,3891.16509
127.03,3891.2953
127.05,3892.37086
127.07,3892.79951
127.09,3891.81538
127.12,3894.37612
127.14,3895.04511
127.15,3893.08232
127.18,3893.39359
127.19,3894.6587
127.21,3894.3046
127.23,3896.39537
127.26,3896.99527
127.27,3898.02082
127.3,3896.30641
127.32,3897.71441
127.34,3895.71165
127.35,3898.19869
127.37,3897.9298
127.39,3898.28251
127.41,3898.26376
127.42,3898.28167
127.45,3897.54647
127.47,3900.43801
127.5,3902.42049
127.52,3901.09405
127.53,3901.40429
127.55,3901.54529
127.58,3901.25455
127.59,3902.36462
127.61,3901.95617
127.63,3903.71385
127.65,3903.13708
127.67,3902.81553
127.69,3904.12649
127.7,3904.59592
127.73,3904.75737
127.75,3904.77696
127.77,3904.96563
127.79,3905.46164
127.81,3906.02402
127.83,3904.97472
127.84,3907.41587
127.86,3907.9084
127.89,3907.33889
127.91,3908.30428
127.92,3908.99479
127.95,3909.89444
127.97,3907.16772
127.99,3909.23312
128,3909.6264
128.04,3911.08602
128.05,3910.151
128.06,3910.50899
128.09,3910.52539
128.11,3910.70994
128.12,3912.36504
128.14,3911.80623
128.16,3912.36368
128.18,3912.47767
128.2,3912.68534
128.23,3912.92386
128.24,3913.77406
128.26,3913.29386
128.28,3915.06995
128.3,3914.54611
128.32,3915.46171
128.34,3916.33109
128.37,3916.67874
128.38,3916.94646
128.41,3916.72114
128.43,3916.75062
128.45,3917.75096
128.47,3916.71804
128.5,3919.84783
128.5,3918.31272
128.52,3919.20788
128.55,3918.13076
128.56,3919.39969
128.58,3918.96328
128.6,3920.01475
128.63,3922.21104
128.65,3920.68983
128.66,3920.11669
128.69,3921.6093
128.7,3923.31644
