T(K),Rs(Ohmsq)
151.92,4339.11856
151.93,4336.95717
151.95,4339.38997
151.96,4340.78973
151.98,4339.31827
152,4339.08222
152,4341.68319
152.02,4339.8946
152.04,4341.43327
152.04,4340.93764
152.06,4341.19461
152.08,4340.04476
152.09,4342.18996
152.1,4342.70814
152.13,4342.42095
152.13,4342.08077
152.15,4342.86956
152.16,4344.23523
152.19,4344.32848
152.2,4343.85956
152.19,4344.63377
152.22,4344.17003
152.23,4343.59701
152.25,4344.28518
152.26,4344.49098
152.28,4345.60319
152.28,4344.07334
152.31,4345.54627
152.3,4345.40445
152.33,4344.84754
152.35,4345.27743
152.36,4346.21796
152.39,4347.39481
152.39,4347.5948
152.39,4345.56
152.42,4346.03187
152.43,4348.79858
152.43,4347.92802
152.46,4347.29962
152.47,4348.15776
152.48,4349.04392
152.48,4349.65688
152.52,4348.26976
152.54,4348.994
152.54,4350.34554
152.56,4349.94963
152.57,4349.84516
152.58,4348.91541
152.6,4350.54634
152.62,4349.46173
152.63,4351.00229
152.64,4351.29667
152.64,4351.17619
152.66,4350.03507
152.69,4352.70806
152.7,4351.99549
152.71,4353.75134
152.73,4353.29216
152.74,4353.42229
152.76,4355.20844
152.76,4353.03709
152.79,4352.73035
152.81,4354.82855
152.8,4356.32206
152.82,4354.62294
152.84,4355.22907
152.86,4353.38031
152.85,4355.00948
152.87,4353.45164
152.89,4356.25922
152.9,4356.41854
152.92,4357.66928
152.94,4357.18056
152.95,4356.92866
152.96,4357.94171
153,4357.44256
152.99,4358.11464
153.02,4357.96721
153.02,4359.03302
153.03,4358.9201
153.04,4358.44357
153.07,4358.11671
153.09,4358.15675
153.09,4359.12054
153.1,4360.11872
153.12,4358.33266
153.14,4359.31744
153.15,4360.3994
153.16,4360.8437
153.18,4361.02296
153.2,4362.5641
153.22,4361.14006
153.22,4361.08983
153.23,4362.63386
153.26,4362.86915
153.27,4361.72477
153.28,4361.92836
153.3,4362.92397
153.32,4365.42206
153.31,4364.16656
153.34,4362.45742
153.34,4364.85081
153.37,4364.655
153.36,4364.82583
153.38,4365.73857
153.41,4364.18664
153.41,4365.43206
153.43,4367.02845
153.45,4367.01242
153.45,4366.82897
153.48,4367.12465
153.49,4367.06222
153.51,4367.25105
153.51,4365.08092
153.53,4366.39238
153.55,4368.63141
153.57,4368.92829
153.58,4367.15667
153.6,4368.98869
153.61,4369.00595
153.6,4368.69896
153.63,4368.97152
153.64,4370.54924
153.67,4370.71936
153.68,4368.6578
153.69,4369.89815
153.71,4370.50248
153.72,4370.23341
153.74,4370.15068
153.74,4371.23812
153.75,4372.28537
153.8,4372.71248
153.8,4370.97041
153.81,4373.92216
153.82,4372.48636
153.84,4373.34214
153.86,4373.34955
153.85,4370.54402
153.86,4373.81217
153.9,4374.07833
153.92,4374.05556
153.93,4373.73349
153.93,4372.77153
153.95,4374.51165
153.95,4373.93228
153.99,4374.17293
154,4374.92318
154.01,4375.53692
154.02,4375.58991
154.04,4376.27648
154.05,4376.28255
154.05,4377.27339
154.08,4379.15517
154.1,4376.574
154.1,4377.47491
154.12,4378.23182
154.14,4376.5004
154.14,4375.73475
154.15,4378.48598
154.17,4380.23707
154.19,4379.08451
154.22,4377.61641
154.2,4379.83055
154.23,4381.2982
154.24,4379.88567
154.26,4379.28302
154.27,4382.18231
154.28,4380.69756
154.29,4380.93968
154.31,4380.5167
154.31,4381.11699
154.35,4382.74832
154.35,4381.39209
154.36,4383.47767
154.37,4383.15842
154.39,4382.76997
154.41,4382.65296
154.42,4383.06245
154.42,4383.11917
154.44,4383.39919
154.45,4382.37781
154.47,4384.55616
154.49,4384.55347
154.49,4384.72924
154.53,4383.89181
154.52,4385.78078
154.53,4384.15711
154.54,4385.32363
154.57,4385.53827
154.58,4387.58452
154.58,4386.32161
154.6,4387.26766
154.61,4387.18678
154.62,4385.87855
154.63,4386.31227
154.64,4387.95898
154.66,4388.3081
154.69,4388.74748
154.7,4387.36075
154.71,4388.49976
154.71,4387.57804
154.73,4388.67806
154.74,4389.95256
154.77,4389.66351
154.77,4388.70375
154.79,4391.20893
154.8,4389.76007
154.8,4389.64183
154.83,4390.5784
154.84,4390.72083
154.86,4391.65817
154.85,4391.37438
154.88,4391.80552
154.89,4391.67448
154.9,4390.33591
154.91,4392.74753
154.94,4392.05339
154.94,4392.95166
154.97,4391.53233
154.98,4393.92545
154.98,4393.76958
155,4393.12832
155.01,4393.80281
155.03,4394.01858
155.04,4393.67041
155.06,4393.75099
155.08,4394.39448
155.08,4395.17043
155.08,4396.3332
155.11,4395.12282
155.12,4396.74419
155.15,4396.2574
155.14,4394.38401
155.17,4395.20484
155.18,4396.64176
155.19,4396.53591
155.19,4397.90373
155.23,4397.17804
155.22,4398.31913
155.26,4397.33823
155.27,4397.95477
155.28,4399.8136
155.3,4398.97924
155.31,4398.20506
155.3,4397.64695
155.34,4400.42208
155.34,4399.78012
155.36,4399.12891
155.37,4399.39203
155.37,4399.37653
155.4,4400.55389
155.42,4399.26925
155.42,4400.96277
155.43,4401.66683
155.44,4400.05616
155.46,4402.0821
155.49,4403.29641
155.5,4402.29583
155.51,4401.60798
155.54,4403.2521
155.54,4403.78379
155.56,4403.31969
155.55,4402.34691
155.56,4403.50666
155.6,4403.93095
155.6,4404.43777
155.61,4403.26301
155.61,4406.15429
155.65,4405.24975
155.65,4405.35046
155.69,4405.62298
155.68,4405.25385
155.7,4404.03343
155.72,4405.22378
155.73,4405.48886
155.76,4406.29856
155.75,4406.47074
155.78,4406.64672
155.78,4406.8939
155.81,4408.03889
155.82,4406.94496
155.82,4408.48695
155.84,4409.05964
155.86,4408.33453
155.87,4408.56783
155.89,4408.85607
155.89,4409.43099
155.9,4408.97249
155.92,4408.72465
155.93,4410.73382
155.95,4410.03948
155.95,4408.20882
155.98,4409.63785
155.99,4411.67832
156.01,4410.84765
156,4410.95162
156.03,4411.72883
156.05,4412.24277
156.05,4411.07936
156.07,4411.53588
156.08,4413.2859
156.1,4411.77819
156.11,4412.54334
156.12,4412.49608
156.15,4414.34741
156.15,4413.71968
156.16,4412.92333
156.19,4414.2067
156.19,4413.03977
156.22,4415.224
156.23,4414.44793
156.25,4415.4839
156.26,4414.44544
156.26,4414.76395
156.28,4416.65855
156.29,4414.60854
156.3,4416.18073
156.31,4416.46701
156.33,4416.47461
156.35,4417.49529
156.36,4416.77706
156.38,4416.89331
156.38,4417.04749
156.4,4418.03962
156.43,4417.51231
156.42,4417.98495
156.45,4418.46026
156.46,4418.95309
156.49,4418.66912
156.49,4419.62166
156.5,4417.61085
156.52,4420.04162
156.53,4419.70047
156.54,4419.20304
156.56,4421.00438
156.58,4421.02514
156.59,4421.30719
156.6,4420.49996
156.62,4421.08761
156.63,4420.61692
156.64,4421.31093
156.66,4423.15173
156.65,4420.75241
156.68,4422.13828
156.69,4421.89577
156.71,4421.74543
156.73,4422.77025
156.74,4424.93248
156.74,4424.09269
156.77,4423.37185
156.77,4423.80869
156.79,4423.91711
156.8,4423.80012
156.81,4424.07804
156.83,4425.19562
156.84,4424.93199
156.86,4425.18936
156.89,4426.11796
156.89,4426.05194
156.9,4427.8285
156.92,4426.71678
156.94,4426.67179
156.95,4427.80735
156.96,4426.36197
156.97,4428.31081
156.99,4427.41301
157,4429.64396
157.01,4429.44985
157.03,4429.58442
157.04,4428.59636
157.04,4429.52939
157.06,4429.44424
157.08,4429.80332
157.09,4430.44458
157.1,4430.08799
157.11,4430.00229
157.12,4431.89192
157.15,4431.78213
157.16,4431.64161
157.17,4430.19498
157.2,4431.73271
157.21,4432.75178
157.22,4432.28617
157.23,4431.50317
157.26,4433.17373
157.25,4434.63735
157.28,4433.33374
157.29,4431.66966
157.3,4432.57913
157.32,4433.70967
157.33,4434.01156
157.35,4433.93407
157.36,4436.10973
157.37,4434.36623
157.37,4433.98803
157.4,4435.25026
157.41,4436.19016
157.42,4435.97725
157.44,4434.66211
157.44,4436.18407
157.46,4436.37027
157.49,4436.54205
157.49,4436.16013
157.5,4438.13362
157.52,4437.28515
157.52,4436.51487
157.54,4438.12429
157.56,4437.89864
157.56,4437.16847
157.59,4439.38928
157.61,4438.52422
157.61,4438.40538
157.64,4439.2688
157.65,4439.38867
157.66,4439.69502
157.68,4438.57061
157.68,4441.41452
157.7,4441.98873
157.7,4440.27493
157.74,4441.64523
157.74,4440.83389
157.75,4442.14837
157.77,4439.23856
157.79,4442.72461
157.79,4441.22254
157.82,4441.71496
157.83,4443.16753
157.83,4443.98311
157.86,4443.7111
157.86,4443.23278
157.88,4444.8752
157.88,4445.18361
157.91,4443.57948
157.91,4442.9363
157.94,4443.90531
157.95,4445.76118
157.96,4444.6601
157.99,4445.53199
157.99,4445.44441
158.01,4445.99293
158.01,4445.88122
158.04,4446.46107
158.05,4446.58154
158.06,4446.43011
158.08,4446.07823
158.09,4446.25011
158.11,4447.25492
158.11,4447.98122
158.11,4447.76087
158.14,4449.49172
158.15,4448.79655
158.18,4448.91779
158.18,4448.6182
158.19,4449.88883
158.2,4450.86875
158.22,4449.94699
158.24,4449.16252
158.25,4450.89384
158.25,4450.71356
158.28,4451.54355
158.3,4450.76872
158.31,4450.84791
158.32,4451.61513
158.33,4450.39412
158.35,4451.2665
158.36,4451.42204
158.38,4450.66006
158.38,4452.24616
158.39,4452.36509
158.41,4452.18695
158.43,4453.64371
158.44,4454.40153
158.46,4453.34209
158.46,4453.30721
158.47,4454.60885
158.51,4456.14782
158.51,4454.67942
158.52,4455.2447
158.54,4455.03327
158.56,4456.32595
158.57,4455.37897
158.57,4455.88776
158.6,4455.90852
158.61,4456.45628
158.62,4457.1825
158.63,4457.43086
158.65,4457.91981
158.66,4456.49174
158.69,4457.76623
158.7,4457.82688
158.71,4458.10864
158.71,4458.02766
158.72,4458.24253
158.75,4458.29077
158.76,4458.68142
158.78,4458.76641
158.77,4460.2892
158.81,4458.07528
158.81,4460.95745
158.84,4460.13988
158.85,4459.43382
158.86,4459.90893
158.87,4461.00162
158.89,4462.46106
158.89,4461.00814
158.91,4461.27053
158.93,4463.42542
158.95,4462.14323
158.97,4462.79455
158.98,4465.43395
158.98,4461.98559
159,4462.97423
159.01,4463.31418
159.02,4463.41708
159.04,4463.13627
159.05,4464.02376
159.06,4463.73465
159.07,4464.83285
159.11,4465.39194
159.12,4465.28203
159.12,4465.52243
159.12,4466.4004
159.15,4464.34747
159.15,4465.5361
159.17,4467.81787
159.19,4466.12497
159.2,4465.23107
159.21,4466.24583
159.22,4467.21295
159.25,4466.64845
159.25,4466.8553
159.27,4467.63226
159.29,4467.28161
159.29,4467.88988
159.3,4468.00451
159.32,4469.05108
159.35,4466.55331
159.37,4470.32354
159.37,4468.66988
159.39,4469.67461
159.4,4467.95484
159.41,4469.78564
159.43,4470.97897
159.43,4471.91571
159.45,4470.71894
159.45,4469.97469
159.47,4469.81479
159.49,4469.8395
159.5,4471.32763
159.51,4472.11176
159.52,4471.86081
159.53,4471.888
159.56,4472.44957
159.56,4472.10927
159.6,4473.14389
159.58,4473.8354
159.62,4473.90474
159.62,4473.37088
159.64,4473.41454
159.65,4472.96423
159.67,4473.85052
159.67,4474.70146
159.69,4474.93438
159.71,4475.55467
159.72,4475.89688
159.73,4475.83805
159.75,4475.60741
159.77,4476.20655
159.77,4475.80518
159.78,4475.73904
159.8,4475.51052
159.81,4476.55562
159.84,4478.07304
159.85,4476.70764
159.86,4478.09843
159.87,4477.24512
159.87,4478.21969
159.9,4476.66632
159.9,4477.17221
159.93,4477.46198
159.94,4478.44816
159.94,4479.61773
159.96,4481.22019
159.97,4478.77731
159.99,4479.62771
160,4480.12394
160.02,4481.45985
160.03,4480.27479
160.03,4480.50745
160.06,4479.25627
160.07,4481.24617
160.09,4480.90157
160.11,4483.20302
160.12,4482.53515
160.13,4483.10658
160.14,4481.54099
160.16,4483.48325
160.17,4483.22071
160.18,4483.3233
160.19,4482.21045
160.21,4483.6973
160.24,4483.57865
160.24,4484.76828
160.26,4484.12271
160.27,4484.42806
160.28,4485.30526
160.28,4485.90704
160.31,4486.55074
160.32,4486.13802
160.33,4486.07262
160.33,4487.6694
160.35,4486.37797
160.37,4485.65171
160.39,4485.28831
160.41,4486.73709
160.41,4485.75885
160.42,4486.11972
160.44,4485.55127
160.45,4488.11328
160.46,4488.98353
160.48,4490.52407
160.49,4488.43894
160.51,4488.0615
160.54,4489.37574
160.53,4488.81732
160.57,4488.5691
160.57,4491.62832
160.58,4490.90941
160.59,4489.83976
160.6,4489.76548
160.61,4490.76096
160.64,4492.17497
160.65,4491.17699
160.65,4491.90125
160.66,4490.716
160.68,4492.91872
160.69,4490.30357
160.72,4492.2588
160.72,4493.93065
160.74,4493.16017
160.76,4490.73972
160.77,4492.88259
160.78,4494.7171
160.8,4494.02832
160.81,4492.35243
160.82,4495.01459
160.83,4494.24607
160.83,4494.88071
160.85,4493.87641
160.87,4494.26205
160.88,4495.0615
160.9,4495.31495
160.91,4496.35597
160.93,4497.0607
160.95,4496.2193
160.96,4495.64806
160.96,4497.49705
160.97,4498.41984
161,4496.52517
161,4495.45265
161.02,4497.90953
161.02,4497.21106
161.05,4497.58382
161.06,4497.14906
161.06,4497.75854
161.08,4499.11984
161.09,4498.68941
161.1,4497.61591
161.13,4500.60365
161.14,4499.32588
161.17,4499.53244
161.16,4499.7976
161.16,4501.29165
161.2,4501.39972
161.21,4498.91981
161.22,4500.83762
161.23,4502.12796
161.24,4501.06312
161.27,4499.86254
161.27,4500.7819
161.29,4502.03755
161.29,4501.08893
161.31,4502.4057
161.32,4503.71668
161.34,4503.63623
161.35,4503.53067
161.38,4503.88947
161.38,4502.66798
161.39,4502.46071
161.42,4505.2374
161.41,4504.73225
161.42,4504.17898
161.44,4506.41281
161.45,4504.15528
161.47,4505.40484
161.48,4504.65253
161.49,4505.32597
161.51,4506.4402
161.52,4505.96267
161.54,4506.7703
161.56,4506.48092
161.58,4508.00201
161.58,4506.58978
161.58,4507.30607
161.62,4505.89421
161.62,4507.48667
161.63,4507.4447
161.65,4506.9961
161.66,4508.10868
161.68,4508.30653
161.69,4509.1508
161.7,4507.90723
161.71,4510.00972
161.73,4509.32327
161.74,4509.3226
161.75,4510.84471
161.76,4509.85914
161.77,4510.27414
161.78,4511.3001
161.81,4511.67489
161.8,4510.66045
161.82,4511.70113
161.84,4512.36929
161.84,4511.85262
161.87,4512.20441
161.88,4513.13963
161.89,4512.12591
161.9,4512.22317
161.92,4512.53689
161.93,4515.6174
161.94,4513.45348
161.95,4513.08526
161.98,4514.01985
161.98,4515.45101
161.99,4514.84307
162.03,4513.39709
162.02,4514.54091
162.04,4515.93412
162.05,4514.73705
162.08,4517.24315
162.08,4515.8586
162.09,4516.80602
162.11,4516.28242
162.11,4516.08288
162.13,4516.45822
162.14,4516.63653
162.15,4517.82937
162.17,4517.34842
162.19,4515.86908
162.21,4518.49
162.2,4518.73825
162.22,4519.42357
162.24,4517.98809
162.26,4518.65639
162.28,4518.73664
162.27,4520.65189
162.28,4521.19094
162.29,4519.67372
162.31,4519.68149
162.32,4519.97923
162.34,4518.64374
162.35,4519.58201
162.36,4521.00514
162.38,4520.69426
162.38,4520.47465
162.38,4522.32928
162.4,4522.13402
162.41,4521.65305
162.44,4522.36475
162.44,4522.39566
162.45,4522.09854
162.46,4521.58763
162.48,4522.43211
162.49,4523.78979
162.5,4524.30122
162.51,4524.13655
162.51,4522.47034
162.53,4524.98888
162.54,4525.60342
162.56,4524.77311
162.56,4524.16959
162.59,4524.43754
162.6,4525.27568
162.6,4526.27221
162.61,4525.44828
162.63,4526.01954
162.62,4526.41895
162.65,4526.62548
162.66,4526.11593
162.67,4526.71077
162.68,4527.23579
162.69,4526.06447
162.7,4527.18735
162.73,4526.88519
162.74,4526.87848
162.74,4526.99942
162.76,4528.05638
162.77,4528.25461
162.78,4529.15208
162.81,4528.38823
162.81,4529.5303
162.81,4529.25768
162.83,4529.27042
162.86,4529.82824
162.85,4530.22229
162.86,4531.08073
162.88,4530.72752
162.88,4530.07383
162.9,4531.21446
162.92,4532.31874
162.93,4532.10178
162.95,4530.56919
162.95,4531.82599
162.97,4532.30203
162.97,4533.69365
162.98,4532.78903
162.99,4534.2371
163.01,4532.34659
163.02,4532.44583
163.03,4533.25467
163.05,4533.39067
163.06,4534.50041
163.08,4534.21818
163.07,4536.70957
163.09,4534.80398
163.11,4534.21059
163.12,4534.61042
163.14,4535.36739
163.14,4535.10448
163.17,4535.0688
163.18,4537.69092
163.19,4536.04886
163.19,4536.67643
163.2,4535.93164
163.22,4537.3905
163.22,4536.69313
163.24,4536.36105
163.27,4537.5424
163.27,4537.02065
163.26,4537.74644
163.29,4537.77283
163.3,4539.89436
163.31,4538.68284
163.33,4539.01158
163.35,4538.52926
163.36,4538.31076
163.37,4538.80761
163.38,4540.51037
163.39,4539.99072
163.41,4540.68204
163.42,4539.24297
163.45,4540.43685
163.43,4539.82762
163.45,4539.48767
163.47,4541.01934
163.47,4541.59736
163.49,4541.14473
163.5,4541.61974
163.52,4540.84949
163.53,4541.12988
163.54,4541.15728
163.56,4543.5833
163.57,4543.56425
163.58,4542.30918
163.59,4543.14995
163.6,4542.81582
163.62,4543.20118
163.63,4543.46226
163.64,4543.39574
163.65,4542.56913
163.68,4543.862
163.68,4545.19061
163.68,4544.43418
163.7,4543.36803
163.71,4544.9558
163.72,4547.56968
163.72,4544.10811
163.75,4544.58892
163.76,4545.54341
163.77,4546.20447
163.78,4544.35198
163.81,4546.06552
163.81,4546.917
163.82,4546.78838
163.82,4548.86282
163.85,4549.90877
163.87,4547.73096
163.88,4547.30805
163.88,4547.87944
163.9,4548.17651
163.9,4548.54214
163.93,4547.96073
163.94,4548.26666
163.94,4549.23901
163.95,4548.52368
163.97,4549.91322
163.97,4551.09502
163.98,4550.52884
164.01,4549.12008
164.02,4551.07023
164.03,4550.98836
164.04,4550.45396
164.06,4551.2704
164.07,4549.52815
164.07,4551.93931
164.1,4551.36494
164.11,4551.4398
164.12,4551.5834
164.13,4552.49461
164.14,4552.67102
164.14,4552.13291
164.17,4554.12025
164.19,4552.76515
164.19,4553.16327
164.2,4553.75323
164.21,4553.19036
164.23,4554.61844
164.25,4554.94465
164.25,4554.87085
164.25,4555.45208
164.28,4556.22455
164.3,4553.56434
164.31,4553.80256
164.31,4554.90792
164.31,4556.00779
164.33,4556.06011
164.36,4557.03779
164.36,4556.90444
164.38,4557.0307
164.38,4557.42922
164.4,4557.5406
164.41,4556.36556
164.42,4557.11048
164.44,4558.5086
164.46,4558.01755
164.46,4559.38213
164.47,4557.95971
164.5,4557.16978
164.49,4557.90597
164.5,4558.11352
164.54,4558.55422
164.55,4559.42478
164.56,4561.41603
164.55,4559.42759
164.57,4560.09003
164.59,4561.97372
164.6,4559.30777
164.61,4560.89094
164.62,4561.55138
164.61,4561.99064
164.64,4560.76149
164.64,4561.71433
164.68,4562.52375
164.69,4560.93399
164.69,4561.89106
164.71,4561.47799
164.72,4562.62188
164.74,4562.24261
164.74,4564.22416
164.76,4563.88243
164.77,4562.86846
164.78,4563.55745
164.79,4563.42735
164.8,4563.90006
164.81,4564.50437
164.83,4564.24298
164.83,4565.03315
164.85,4565.03057
164.88,4564.26185
164.86,4563.73018
164.89,4565.8185
164.89,4565.4694
164.92,4565.18423
164.91,4564.93814
164.93,4565.98727
164.95,4566.98073
164.97,4566.58678
164.95,4565.35699
164.97,4566.5694
165,4567.02935
165,4567.23048
165.01,4567.66218
165.03,4569.04925
165.05,4569.10865
165.05,4568.63198
165.07,4568.69258
165.1,4568.77676
165.1,4568.63977
165.1,4568.93193
165.12,4570.26549
165.14,4570.51684
165.14,4571.15232
165.16,4570.23765
165.16,4571.21015
165.17,4569.05292
165.19,4570.17335
165.2,4572.39682
165.23,4569.96664
165.22,4572.88673
165.23,4571.92057
165.25,4572.98657
165.27,4571.86014
165.28,4573.10622
165.29,4573.63242
165.29,4572.69869
165.31,4573.32708
165.31,4572.43365
165.33,4573.78192
165.35,4573.64952
165.38,4574.07534
165.37,4572.7507
165.38,4573.57479
165.4,4574.30655
165.4,4574.38862
165.42,4575.34509
165.44,4574.10777
165.44,4575.57855
165.46,4575.61741
165.47,4576.79176
165.48,4575.92259
165.48,4577.39441
165.5,4575.46826
165.53,4575.80571
165.52,4576.37772
165.53,4577.14205
165.55,4577.47768
165.56,4577.79859
165.58,4576.02434
165.59,4577.39614
165.6,4578.76854
165.61,4578.31943
165.62,4579.55333
165.64,4577.99565
165.64,4578.38815
165.66,4579.16324
165.68,4578.30115
165.67,4580.4804
165.69,4580.63819
165.7,4580.76617
165.73,4578.92121
165.74,4580.97377
165.74,4582.25852
165.75,4580.81411
165.76,4580.58843
165.79,4582.28654
165.79,4581.55534
165.81,4579.55426
165.82,4581.25329
165.83,4583.37001
165.85,4581.65196
165.84,4581.85485
165.87,4583.2949
165.87,4583.57874
165.89,4583.80973
165.89,4583.44044
165.92,4582.87214
165.92,4584.0257
165.91,4584.46386
165.96,4584.8787
165.96,4584.31459
165.95,4584.38007
165.99,4585.32873
165.98,4584.88957
166.01,4585.88776
166.01,4585.3722
166.01,4585.62495
166.05,4586.72666
166.05,4587.14469
166.07,4585.17503
166.08,4586.39452
166.09,4588.27727
166.1,4587.22345
166.1,4588.20419
166.12,4589.464
166.13,4587.82009
166.15,4586.20931
166.16,4588.42628
166.18,4589.82751
166.19,4588.90965
166.19,4588.58583
166.21,4590.40331
166.21,4588.50043
166.22,4589.66291
166.25,4590.57593
166.25,4589.6964
166.26,4590.66027
166.28,4590.94596
166.28,4590.91692
166.3,4590.00907
166.31,4591.19708
166.33,4591.63025
166.35,4591.83376
166.35,4591.99274
166.37,4591.93946
166.38,4591.99281
166.38,4591.96838
166.38,4593.38269
166.43,4593.90773
166.44,4592.54648
166.44,4593.76515
166.45,4595.30453
166.48,4594.4934
166.48,4592.76305
166.49,4594.54635
166.49,4594.51402
166.5,4594.24689
166.52,4595.06606
166.52,4594.76452
166.54,4595.19834
166.56,4595.39746
166.57,4595.817
166.57,4596.34974
166.6,4594.75994
166.59,4595.78648
166.63,4596.69211
166.65,4595.99745
166.65,4595.43999
166.67,4597.9275
166.66,4597.72309
166.66,4597.99195
166.69,4597.95205
166.71,4597.65828
166.73,4598.43243
166.74,4597.39044
166.73,4598.06484
166.75,4598.7387
166.77,4598.65029
166.77,4599.27573
166.79,4598.5958
166.79,4599.16088
166.81,4599.56215
166.81,4598.8739
166.83,4598.94397
166.85,4600.43692
166.86,4601.04928
166.87,4599.16704
166.88,4601.78181
166.91,4601.5893
166.9,4601.67656
166.91,4601.82498
166.93,4602.7906
166.94,4601.75865
166.97,4602.13948
166.97,4601.79261
166.99,4603.23811
167,4603.01382
167.01,4602.35225
167.01,4603.99276
167.03,4604.65802
167.04,4604.52004
167.07,4604.45484
167.07,4604.65724
167.09,4602.73405
167.09,4604.80591
167.1,4605.67803
167.11,4605.01497
167.13,4605.458
167.14,4606.22807
167.14,4605.85175
167.17,4605.81103
167.17,4606.05647
167.2,4607.89753
167.18,4606.53352
167.21,4607.23849
167.21,4606.42936
167.25,4606.75084
167.24,4606.01978
167.26,4607.53497
167.29,4607.90988
167.29,4608.31106
167.29,4607.46308
167.31,4609.17269
167.33,4609.25492
167.34,4608.99726
167.35,4609.27776
167.36,4609.93197
167.37,4608.75973
167.39,4609.28012
167.39,4610.44156
167.4,4609.29688
167.41,4610.97514
167.43,4612.5484
167.45,4610.72562
167.45,4610.37201
167.46,4611.7237
167.47,4611.43172
167.51,4611.85557
167.49,4612.51607
167.51,4612.53185
167.53,4612.10259
167.53,4612.06231
167.53,4611.73176
167.56,4613.49423
167.56,4611.77191
167.59,4612.67255
167.6,4613.13309
167.61,4613.84653
167.62,4613.15702
167.63,4615.60689
167.66,4614.94012
167.66,4613.59354
167.67,4613.74125
167.68,4616.66681
167.69,4615.66828
167.7,4615.02977
167.72,4615.88561
167.73,4615.61317
167.74,4615.08954
167.76,4614.93632
167.76,4615.47631
167.77,4617.32201
167.79,4616.98525
167.81,4616.69065
167.81,4617.20099
167.85,4617.03654
167.83,4617.77507
167.86,4618.1986
167.87,4616.44568
167.88,4619.01441
167.87,4620.47631
167.9,4619.72838
167.91,4618.77527
167.93,4619.46266
167.94,4619.25749
167.95,4620.21742
167.96,4618.99547
167.97,4619.01868
167.99,4620.8606
167.99,4619.78544
168.01,4620.81814
168.03,4620.25568
168.02,4621.11834
168.04,4621.10647
168.06,4620.87447
168.05,4622.30536
168.09,4621.93372
168.09,4622.39032
168.11,4621.069
168.13,4622.28567
168.13,4623.70563
168.13,4623.01562
168.14,4622.4779
168.15,4623.75075
168.17,4625.0288
168.18,4622.89417
168.21,4623.35399
168.2,4623.24095
168.22,4624.45277
168.22,4624.86321
168.24,4625.75163
168.26,4624.64519
168.26,4626.16902
168.3,4625.14718
168.3,4624.87594
168.31,4627.02816
168.31,4626.11314
168.33,4624.7738
168.34,4626.88036
168.35,4626.94528
168.36,4625.91071
168.39,4625.8905
168.39,4626.53362
168.41,4628.1826
168.42,4627.2057
168.43,4627.9258
168.43,4628.93303
168.44,4628.26469
168.47,4628.81825
168.49,4627.19789
168.49,4628.31712
168.5,4628.35393
168.51,4628.87399
168.53,4630.14749
168.53,4629.67883
168.55,4630.0358
168.55,4630.53556
168.56,4629.7948
168.6,4629.67645
168.59,4630.44497
168.61,4631.03918
168.62,4629.54531
168.62,4631.31568
168.66,4632.33915
168.65,4631.04001
168.66,4631.19258
168.69,4632.47141
168.7,4631.82394
168.71,4632.35054
168.71,4632.44714
168.74,4633.41465
168.72,4635.16228
168.74,4633.23869
168.75,4633.26113
168.77,4635.8327
168.77,4634.77546
168.79,4634.72401
168.81,4634.57356
168.81,4634.45213
168.82,4634.19092
168.84,4635.18822
168.85,4635.0051
168.87,4635.36986
168.87,4636.28491
168.88,4636.00277
168.9,4635.80824
168.91,4635.95929
168.92,4635.77627
168.93,4635.84595
168.95,4636.81074
168.95,4637.35724
168.96,4635.21042
168.98,4637.37224
168.99,4638.24763
169,4637.07999
169.01,4637.21151
169.03,4637.60611
169.05,4638.44595
169.05,4638.898
169.08,4637.73391
169.07,4639.73861
169.1,4639.39422
169.09,4637.32435
169.12,4638.95888
169.12,4639.71628
169.12,4640.02213
169.15,4638.63237
169.17,4639.38995
169.17,4640.94139
169.18,4640.02294
169.19,4641.9166
169.22,4641.2933
169.2,4641.54367
169.24,4640.87962
169.24,4642.11675
169.25,4642.28221
169.26,4642.41278
169.29,4641.93482
169.29,4642.22743
169.29,4643.13672
169.32,4641.8163
169.33,4644.51671
169.33,4644.22855
169.35,4643.47569
169.36,4644.68676
169.37,4644.50518
169.38,4644.48432
169.38,4644.0636
169.4,4644.99185
169.4,4645.45342
169.42,4645.45609
169.44,4644.4689
169.46,4645.19063
169.46,4645.54887
169.46,4645.56436
169.48,4647.19005
169.5,4646.17591
169.5,4646.62576
169.53,4646.85899
169.52,4646.80211
169.55,4645.42394
169.56,4647.90773
169.56,4646.22231
169.57,4648.11452
169.58,4648.34689
169.61,4648.53814
169.59,4649.02309
169.62,4648.91252
169.63,4649.38519
169.65,4649.72254
169.63,4649.38002
169.68,4650.79623
169.68,4650.55146
169.7,4649.63128
169.7,4648.60996
169.72,4650.53287
169.72,4650.78908
169.73,4651.2346
169.74,4650.88823
169.75,4652.0145
169.78,4650.86886
169.78,4650.49587
169.81,4652.53004
169.79,4654.24601
169.82,4652.07186
169.82,4652.38757
169.83,4653.19581
169.85,4652.27222
169.84,4652.8261
169.85,4653.72627
169.87,4652.73201
169.88,4653.25701
169.9,4655.07313
169.91,4654.27825
169.92,4653.26573
169.92,4653.96025
169.93,4655.05856
169.95,4654.73764
169.94,4654.10217
169.97,4656.50326
169.98,4655.3445
169.99,4654.86975
170,4656.07967
170.01,4656.76965
