 8.399e+09  3.989e+05  1.149e+27  2.202e+30
 7.235e+10  1.008e+07  1.416e+28  2.190e+30
 4.744e+11  1.686e+08  3.479e+28  2.188e+30
 7.811e+09  3.590e+05  1.102e+26  2.188e+30
 1.003e+11  1.652e+07  3.815e+25  2.188e+30
 6.733e+10  8.981e+06  1.097e+28  2.228e+30
 2.747e+10  2.368e+06  6.406e+25  2.188e+30
 5.555e+09  2.202e+05  3.547e+27  2.089e+30
 7.668e+10  1.102e+07  7.799e+27  2.188e+30
 3.100e+11  8.969e+07  3.612e+27  2.188e+30
 3.592e+11  1.115e+08  1.476e+28  2.192e+30
 7.136e+10  9.913e+06  1.939e+27  2.188e+30
 2.319e+10  1.822e+06  3.451e+28  2.188e+30
 7.011e+09  3.052e+05  1.061e+27  2.188e+30
 2.054e+11  4.833e+07  5.823e+27  2.188e+30
 1.712e+10  1.165e+06  2.078e+26  2.188e+30
 9.243e+09  4.624e+05  1.021e+27  2.184e+30
 3.024e+11  8.666e+07  1.756e+27  2.178e+30
 5.374e+10  6.505e+06  1.459e+27  2.168e+30
 7.850e+09  3.633e+05  9.101e+26  2.168e+30
 8.646e+09  4.200e+05  5.125e+26  2.168e+30
 1.790e+10  1.251e+06  1.590e+26  2.168e+30
 4.534e+11  1.594e+08  1.815e+27  2.168e+30
 7.640e+09  3.486e+05  2.488e+27  2.168e+30
 3.617e+11  1.135e+08  4.351e+27  2.168e+30
 9.517e+10  1.530e+07  9.924e+27  2.168e+30
 8.034e+09  3.761e+05  8.994e+26  2.168e+30
 1.910e+10  1.379e+06  5.793e+25  2.168e+30
 9.592e+10  1.552e+07  1.666e+26  2.168e+30
 2.965e+11  8.415e+07  1.064e+28  2.168e+30
 1.188e+10  6.779e+05  8.185e+26  2.158e+30
 1.532e+11  3.138e+07  6.418e+26  2.158e+30
 7.781e+09  3.593e+05  2.157e+27  2.156e+30
 2.275e+10  1.798e+06  3.222e+26  2.154e+30
 1.645e+10  1.107e+06  0.000e+00  2.148e+30
 1.532e+10  9.956e+05  6.708e+25  2.148e+30
 4.681e+11  1.680e+08  1.154e+27  2.148e+30
 3.390e+10  3.275e+06  1.463e+26  2.148e+30
 2.089e+11  5.011e+07  1.537e+27  2.146e+30
 1.357e+10  8.299e+05  2.874e+25  2.146e+30
 9.241e+09  4.665e+05  4.970e+25  2.146e+30
 1.423e+11  2.815e+07  6.764e+27  2.144e+30
 6.005e+09  2.443e+05  1.745e+27  2.144e+30
 7.945e+09  3.720e+05  9.720e+26  2.144e+30
 1.214e+11  2.211e+07  3.193e+28  2.136e+30
 3.725e+11  1.195e+08  4.424e+27  2.136e+30
 1.959e+11  4.565e+07  2.239e+27  2.132e+30
 1.727e+10  1.196e+06  2.664e+25  2.130e+30
 1.921e+10  1.403e+06  4.838e+25  2.130e+30
 5.006e+11  1.858e+08  1.915e+28  2.130e+30
 5.839e+09  2.349e+05  6.555e+27  2.128e+30
 6.452e+09  2.732e+05  1.361e+27  2.128e+30
 8.311e+09  3.995e+05  1.628e+25  2.128e+30
 4.389e+11  1.532e+08  9.898e+27  2.120e+30
 5.407e+09  2.096e+05  3.794e+25  2.128e+30
 2.616e+10  2.231e+06  3.353e+26  2.126e+30
 3.091e+11  9.063e+07  1.500e+27  2.126e+30
 7.112e+11  3.161e+08  6.024e+27  2.124e+30
 1.587e+11  3.338e+07  3.154e+27  2.118e+30
 3.144e+11  9.314e+07  4.832e+27  2.114e+30
 5.344e+11  2.066e+08  1.036e+27  2.114e+30
 4.701e+11  1.705e+08  5.219e+27  2.110e+30
 2.366e+11  6.091e+07  2.476e+27  2.108e+30
 1.924e+10  1.413e+06  7.147e+25  2.108e+30
 2.128e+11  5.201e+07  1.279e+26  2.108e+30
 5.123e+11  1.942e+08  3.911e+26  2.108e+30
 4.038e+10  4.298e+06  1.514e+26  2.108e+30
 3.213e+11  9.642e+07  2.204e+27  2.108e+30
 1.571e+11  3.280e+07  2.256e+28  2.108e+30
 9.592e+09  4.976e+05  7.878e+25  2.108e+30
 2.180e+11  5.374e+07  1.310e+28  2.108e+30
 5.160e+10  6.176e+06  1.384e+28  2.117e+30
 7.372e+10  1.060e+07  1.411e+26  2.108e+30
 4.687e+11  1.699e+08  2.555e+27  2.108e+30
 8.955e+10  1.416e+07  9.502e+27  2.108e+30
 1.780e+11  3.985e+07  2.789e+27  2.100e+30
 1.209e+11  2.231e+07  2.967e+27  2.097e+30
 8.714e+11  4.320e+08  1.528e+27  2.097e+30
 7.795e+09  3.655e+05  8.752e+26  2.097e+30
 2.908e+11  8.326e+07  3.485e+27  2.097e+30
 5.321e+10  6.525e+06  4.738e+26  2.093e+30
 5.104e+09  1.940e+05  7.519e+26  2.089e+30
 6.980e+09  3.089e+05  1.972e+28  2.089e+30
 3.500e+11  1.102e+08  2.492e+27  2.089e+30
 1.278e+10  7.678e+05  5.606e+27  2.089e+30
 2.245e+11  5.644e+07  1.798e+28  2.085e+30
 1.299e+11  2.495e+07  4.176e+26  2.084e+30
 4.595e+11  1.659e+08  6.645e+27  2.079e+30
 4.004e+10  4.278e+06  5.025e+25  2.075e+30
 1.340e+11  2.619e+07  1.384e+26  2.075e+30
 1.543e+10  1.025e+06  8.374e+24  2.069e+30
 1.014e+11  1.724e+07  9.333e+27  2.069e+30
 7.188e+09  3.256e+05  4.669e+27  2.069e+30
 2.036e+10  1.553e+06  2.839e+25  2.069e+30
 1.031e+10  5.600e+05  3.456e+25  2.069e+30
 2.274e+10  1.834e+06  3.777e+25  2.069e+30
 7.228e+11  3.288e+08  3.686e+27  2.063e+30
 6.297e+09  2.675e+05  9.681e+26  2.063e+30
 5.591e+11  2.244e+08  3.452e+27  2.051e+30
 1.199e+10  7.049e+05  4.058e+27  2.049e+30
 1.578e+10  1.065e+06  4.482e+25  2.049e+30
 1.197e+10  7.038e+05  3.513e+25  2.049e+30
 7.373e+09  3.405e+05  1.743e+27  2.043e+30
 9.502e+09  4.988e+05  4.556e+25  2.041e+30
 6.488e+09  2.814e+05  1.192e+27  2.039e+30
 2.045e+10  1.573e+06  6.795e+27  2.039e+30
 3.382e+11  1.058e+08  8.349e+27  2.039e+30
 3.564e+09  1.147e+05  3.491e+27  2.033e+30
 7.703e+11  3.644e+08  3.571e+27  2.033e+30
 1.879e+10  1.390e+06  9.437e+25  2.029e+30
 2.554e+10  2.205e+06  9.974e+25  2.029e+30
 3.928e+09  1.328e+05  4.307e+27  2.029e+30
 5.902e+11  2.447e+08  3.049e+27  2.029e+30
 3.559e+11  1.140e+08  2.503e+28  2.029e+30
 8.548e+09  4.271e+05  1.257e+27  2.025e+30
 4.885e+11  1.838e+08  1.759e+28  2.023e+30
 8.543e+09  4.275e+05  1.928e+26  2.019e+30
 9.672e+10  1.627e+07  5.420e+27  2.017e+30
 1.538e+11  3.264e+07  4.595e+27  2.017e+30
 1.443e+10  9.386e+05  3.704e+27  2.015e+30
 2.386e+11  6.312e+07  4.637e+27  2.013e+30
 1.973e+11  4.752e+07  3.773e+27  2.009e+30
 4.068e+09  1.407e+05  3.083e+27  2.009e+30
 4.908e+10  5.899e+06  1.458e+27  2.009e+30
 7.967e+09  3.858e+05  1.084e+27  2.009e+30
 3.926e+11  1.334e+08  2.833e+27  2.009e+30
 6.968e+09  3.156e+05  1.077e+27  2.009e+30
 7.790e+09  3.730e+05  1.107e+27  2.009e+30
 1.071e+10  6.012e+05  6.573e+26  2.009e+30
 7.795e+09  3.735e+05  5.699e+26  2.009e+30
 3.907e+11  1.323e+08  1.321e+28  2.003e+30
 3.967e+09  1.359e+05  2.413e+27  1.997e+30
 3.598e+09  1.175e+05  3.339e+27  1.993e+30
 4.758e+11  1.787e+08  3.624e+27  1.993e+30
 7.609e+09  3.618e+05  2.187e+27  1.989e+30
 3.640e+10  3.788e+06  3.869e+25  1.989e+30
 3.993e+09  1.376e+05  2.311e+25  1.989e+30
 4.239e+10  4.753e+06  5.318e+27  1.989e+30
 5.711e+11  2.350e+08  6.388e+27  1.989e+30
 9.780e+10  1.667e+07  3.446e+27  1.989e+30
 7.425e+09  3.489e+05  8.779e+26  1.989e+30
 2.831e+10  2.596e+06  1.326e+27  1.989e+30
 3.713e+10  3.901e+06  2.731e+26  1.989e+30
 1.776e+11  4.081e+07  1.118e+27  1.989e+30
 2.103e+10  1.663e+06  4.725e+26  1.989e+30
 5.674e+10  7.371e+06  2.065e+26  1.989e+30
 7.456e+09  3.529e+05  1.351e+26  1.969e+30
 3.571e+11  1.170e+08  6.610e+26  1.969e+30
 9.843e+09  5.326e+05  2.733e+24  1.989e+30
 1.877e+10  1.403e+06  4.966e+25  1.989e+30
 1.547e+11  3.315e+07  2.211e+27  1.989e+30
 1.643e+10  1.148e+06  4.774e+25  1.989e+30
 3.362e+10  3.362e+06  3.201e+26  1.989e+30
 1.389e+10  8.932e+05  7.537e+25  1.989e+30
 1.609e+10  1.113e+06  1.822e+26  1.989e+30
 1.241e+10  7.539e+05  3.271e+25  1.989e+30
 2.240e+09  5.783e+04  0.000e+00  1.989e+30
 6.251e+09  2.694e+05  1.599e+27  1.989e+30
 1.666e+10  1.173e+06  3.732e+25  1.989e+30
 7.087e+09  3.253e+05  1.098e+27  1.989e+30
